Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR,BSS Paging Coordinated Count,PCU Up Time
Sep 25 2023 - 00:30:00,Sep 25 2023 - 00:45:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.18,0.08,465.0,71.0,130.0,5.01,567.77,113.33,9.81,1041.71,106.15,0.0,0.0,88.0,0.0,1.0,377.0,2.02,17.35,8.58,5.42,193.86,35.75,5.25,550.42,104.75,12.04,847.85,70.4,3.0,79.0,2551.0,0.0,0.0,4485.0,0.0,0.0,350.0,0.0,0.0,63.0,0.0,0.0,26.0,0.0,0.0,26.0,98.0,86.0,88.0,100.0,376.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.0,0.0,0.0,0.0,0.0,0.0,3795.0,1967.0,2070.0,2181.0,2245.0,2326.0,2559.0,2748.0,3014.0,3503.0,53.0,58.0,61.0,65.0,68.0,76.0,79.0,85.0,91.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,1606.0,1628.0,1644.0,1661.0,1677.0,1704.0,1745.0,1822.0,2038.0,44.0,39.0,34.0,29.0,25.0,20.0,15.0,10.0,5.0,765.0,792.0,814.0,842.0,863.0,892.0,935.0,988.0,1117.0,20.0,22.0,24.0,27.0,30.0,35.0,43.0,55.0,95.0,42.0,37.0,33.0,28.0,24.0,19.0,14.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,376.0,376.0,100.0,89.0,89.0,0.0,00:04:57:26
Sep 25 2023 - 00:45:00,Sep 25 2023 - 01:00:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.45,0.28,445.0,1077.0,1052.0,18.27,8618.2,471.6,52.79,8416.38,159.43,1.0,1.0,110.0,0.0,1.0,335.0,23.57,7616.99,323.15,75.64,7211.5,95.34,6.74,1001.21,148.45,18.8,1204.88,64.09,13.0,2265.0,18050.0,0.0,129.0,30497.0,0.0,0.0,289.0,0.0,0.0,60.0,0.0,0.0,85.0,0.0,0.0,82.0,99.0,109.0,110.0,99.0,332.0,335.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,13634.0,0.0,0.0,0.0,0.0,0.0,25287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4416.0,0.0,0.0,0.0,0.0,0.0,5339.0,7328.0,7328.0,8747.0,8747.0,11080.0,11080.0,15683.0,15683.0,24643.0,73.0,73.0,82.0,82.0,96.0,96.0,118.0,118.0,145.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1762.0,1790.0,1831.0,1873.0,1941.0,2020.0,2177.0,2409.0,3218.0,41.0,37.0,32.0,28.0,23.0,19.0,14.0,10.0,5.0,806.0,834.0,863.0,895.0,931.0,971.0,1022.0,1094.0,1233.0,58.0,64.0,72.0,83.0,97.0,118.0,152.0,216.0,382.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,20258.0,20258.0,20258.0,28038.0,28038.0,28038.0,32125.0,32125.0,32125.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,100.0,336.0,336.0,100.0,110.0,110.0,1.0,00:05:12:26
Sep 25 2023 - 01:00:00,Sep 25 2023 - 01:15:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.47,0.4,473.0,972.0,2183.0,12.25,7778.95,634.82,69.07,17460.91,252.79,1.0,1.0,96.0,1.0,3.0,377.0,13.73,6853.55,499.16,91.27,16219.7,177.71,6.82,925.39,135.66,16.53,1241.21,75.08,11.0,1801.0,16421.0,0.0,89.0,61847.0,0.0,0.0,343.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,58.0,100.0,96.0,96.0,100.0,377.0,377.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,12332.0,0.0,0.0,0.0,0.0,0.0,56429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4089.0,0.0,0.0,0.0,0.0,0.0,5507.0,7328.0,7328.0,8747.0,8747.0,11080.0,11080.0,15683.0,15683.0,24643.0,73.0,73.0,82.0,82.0,96.0,96.0,118.0,118.0,145.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1762.0,1790.0,1831.0,1873.0,1941.0,2020.0,2177.0,2409.0,3218.0,41.0,37.0,32.0,28.0,23.0,19.0,14.0,10.0,5.0,806.0,834.0,863.0,895.0,931.0,971.0,1022.0,1094.0,1233.0,58.0,64.0,72.0,83.0,97.0,118.0,152.0,216.0,382.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,20258.0,20258.0,20258.0,28038.0,28038.0,28038.0,32125.0,32125.0,32125.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,100.0,377.0,377.0,100.0,96.0,96.0,0.0,00:05:27:25
Sep 25 2023 - 01:15:00,Sep 25 2023 - 01:30:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.64,0.49,525.0,986.0,1350.0,14.44,7891.12,546.58,28.78,10802.17,375.39,0.0,0.0,105.0,0.0,2.0,420.0,17.52,6942.44,396.33,32.95,9520.86,288.91,6.31,948.68,150.25,14.82,1281.31,86.48,10.0,1721.0,16913.0,0.0,161.0,38801.0,0.0,0.0,389.0,0.0,0.0,74.0,0.0,0.0,64.0,0.0,0.0,64.0,91.0,96.0,105.0,100.0,418.0,420.0,0.0,0.0,0.0,0.0,32.0,32.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,12695.0,0.0,0.0,0.0,0.0,0.0,33258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4218.0,0.0,0.0,0.0,0.0,0.0,5704.0,7328.0,7328.0,8747.0,8747.0,11080.0,11080.0,15683.0,15683.0,24643.0,73.0,73.0,82.0,82.0,96.0,96.0,118.0,118.0,145.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1762.0,1790.0,1831.0,1873.0,1941.0,2020.0,2177.0,2409.0,3218.0,41.0,37.0,32.0,28.0,23.0,19.0,14.0,10.0,5.0,806.0,834.0,863.0,895.0,931.0,971.0,1022.0,1094.0,1233.0,58.0,64.0,72.0,83.0,97.0,118.0,152.0,216.0,382.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,20258.0,20258.0,20258.0,28038.0,28038.0,28038.0,32125.0,32125.0,32125.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,100.0,423.0,423.0,100.0,106.0,106.0,3.0,00:05:42:25
Sep 25 2023 - 01:30:00,Sep 25 2023 - 01:45:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.6,0.48,487.0,995.0,3723.0,8.51,7957.99,935.31,31.18,29780.39,955.13,1.0,1.0,102.0,0.0,1.0,385.0,8.96,7640.01,852.8,32.93,29199.23,886.8,3.85,317.98,82.51,8.51,581.16,68.33,11.0,1703.0,15690.0,0.0,158.0,103849.0,0.0,0.0,356.0,0.0,0.0,74.0,0.0,0.0,54.0,0.0,0.0,54.0,98.0,100.0,102.0,100.0,384.0,385.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,14226.0,0.0,0.0,0.0,0.0,0.0,101359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,0.0,0.0,0.0,0.0,2648.0,7328.0,7328.0,8747.0,8747.0,11080.0,11080.0,15683.0,15683.0,24643.0,73.0,73.0,82.0,82.0,96.0,96.0,118.0,118.0,145.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1762.0,1790.0,1831.0,1873.0,1941.0,2020.0,2177.0,2409.0,3218.0,41.0,37.0,32.0,28.0,23.0,19.0,14.0,10.0,5.0,806.0,834.0,863.0,895.0,931.0,971.0,1022.0,1094.0,1233.0,58.0,64.0,72.0,83.0,97.0,118.0,152.0,216.0,382.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,20258.0,20258.0,20258.0,28038.0,28038.0,28038.0,32125.0,32125.0,32125.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,100.0,383.0,383.0,100.0,101.0,101.0,1.0,00:05:57:26
Sep 25 2023 - 01:45:00,Sep 25 2023 - 02:00:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.47,0.26,465.0,2027.0,1275.0,29.14,16214.57,556.45,24.98,10201.81,408.36,1.0,1.0,104.0,0.0,0.0,361.0,32.76,15951.63,486.98,28.22,9629.43,341.26,3.78,262.94,69.47,8.53,572.38,67.1,18.0,5340.0,29462.0,0.0,148.0,36138.0,0.0,0.0,316.0,0.0,0.0,60.0,0.0,0.0,70.0,0.0,0.0,70.0,99.0,103.0,104.0,99.0,357.0,361.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,28249.0,0.0,0.0,0.0,0.0,0.0,33698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.0,0.0,0.0,0.0,0.0,0.0,2588.0,5091.0,5691.0,6159.0,7047.0,7814.0,9340.0,11609.0,14248.0,23918.0,40.0,45.0,49.0,56.0,63.0,76.0,93.0,107.0,146.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,21955.0,24593.0,28007.0,31944.0,38171.0,47609.0,60422.0,86529.0,150549.0,70.0,62.0,54.0,47.0,39.0,31.0,24.0,16.0,8.0,807.0,844.0,875.0,919.0,967.0,1039.0,1140.0,1286.0,1396.0,131.0,147.0,165.0,193.0,225.0,282.0,377.0,529.0,810.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,23185.0,23901.0,24607.0,25250.0,25250.0,25895.0,26530.0,27800.0,27916.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,100.0,360.0,360.0,100.0,104.0,104.0,0.0,00:06:12:25
Sep 25 2023 - 02:00:00,Sep 25 2023 - 02:15:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.44,0.26,490.0,1163.0,955.0,18.72,9304.49,497.01,20.62,7638.68,370.44,0.0,0.0,116.0,0.0,0.0,374.0,26.2,8133.2,310.48,21.05,6205.62,294.75,6.28,1171.29,186.53,18.93,1433.05,75.69,11.0,2234.0,19611.0,0.0,56.0,27978.0,0.0,0.0,340.0,0.0,0.0,83.0,0.0,0.0,51.0,0.0,0.0,53.0,89.0,103.0,116.0,100.0,373.0,374.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,14454.0,0.0,0.0,0.0,0.0,0.0,21687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5157.0,0.0,0.0,0.0,0.0,0.0,6347.0,5091.0,5691.0,6159.0,7047.0,7814.0,9340.0,11609.0,14248.0,23918.0,40.0,45.0,49.0,56.0,63.0,76.0,93.0,107.0,146.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,21955.0,24593.0,28007.0,31944.0,38171.0,47609.0,60422.0,86529.0,150549.0,70.0,62.0,54.0,47.0,39.0,31.0,24.0,16.0,8.0,807.0,844.0,875.0,919.0,967.0,1039.0,1140.0,1286.0,1396.0,131.0,147.0,165.0,193.0,225.0,282.0,377.0,529.0,810.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,23185.0,23901.0,24607.0,25250.0,25250.0,25895.0,26530.0,27800.0,27916.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,100.0,375.0,375.0,100.0,116.0,116.0,0.0,00:06:27:26
Sep 25 2023 - 02:15:00,Sep 25 2023 - 02:30:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.62,0.36,524.0,2379.0,1636.0,28.61,19035.3,665.26,35.86,13088.63,365.0,0.0,0.0,112.0,1.0,3.0,412.0,32.79,17974.82,548.24,40.51,11753.19,290.14,9.06,1060.48,117.02,17.84,1335.45,74.86,14.0,5056.0,36527.0,0.0,107.0,46892.0,0.0,0.0,355.0,0.0,0.0,71.0,0.0,0.0,77.0,0.0,0.0,90.0,99.0,111.0,112.0,98.0,404.0,412.0,0.0,0.0,0.0,0.0,34.0,34.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,31848.0,0.0,0.0,0.0,0.0,0.0,41080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4679.0,0.0,0.0,0.0,0.0,0.0,5919.0,5091.0,5691.0,6159.0,7047.0,7814.0,9340.0,11609.0,14248.0,23918.0,40.0,45.0,49.0,56.0,63.0,76.0,93.0,107.0,146.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,21955.0,24593.0,28007.0,31944.0,38171.0,47609.0,60422.0,86529.0,150549.0,70.0,62.0,54.0,47.0,39.0,31.0,24.0,16.0,8.0,807.0,844.0,875.0,919.0,967.0,1039.0,1140.0,1286.0,1396.0,131.0,147.0,165.0,193.0,225.0,282.0,377.0,529.0,810.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,23185.0,23901.0,24607.0,25250.0,25250.0,25895.0,26530.0,27800.0,27916.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,100.0,412.0,412.0,100.0,114.0,114.0,1.0,00:06:42:25
Sep 25 2023 - 02:30:00,Sep 25 2023 - 02:45:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.56,0.29,536.0,3110.0,1206.0,50.39,24882.56,493.76,22.63,9649.99,426.42,0.0,0.0,110.0,0.0,0.0,426.0,75.54,23639.15,312.95,23.63,8153.46,345.1,6.88,1243.41,180.81,18.4,1496.53,81.32,12.0,5528.0,46721.0,0.0,56.0,35255.0,0.0,0.0,389.0,0.0,0.0,71.0,0.0,0.0,52.0,0.0,0.0,47.0,100.0,110.0,110.0,98.0,418.0,426.0,0.0,0.0,0.0,0.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,41212.0,0.0,0.0,0.0,0.0,0.0,28675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5509.0,0.0,0.0,0.0,0.0,0.0,6636.0,5091.0,5691.0,6159.0,7047.0,7814.0,9340.0,11609.0,14248.0,23918.0,40.0,45.0,49.0,56.0,63.0,76.0,93.0,107.0,146.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,21955.0,24593.0,28007.0,31944.0,38171.0,47609.0,60422.0,86529.0,150549.0,70.0,62.0,54.0,47.0,39.0,31.0,24.0,16.0,8.0,807.0,844.0,875.0,919.0,967.0,1039.0,1140.0,1286.0,1396.0,131.0,147.0,165.0,193.0,225.0,282.0,377.0,529.0,810.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,23185.0,23901.0,24607.0,25250.0,25250.0,25895.0,26530.0,27800.0,27916.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,100.0,426.0,426.0,100.0,108.0,108.0,5.0,00:06:57:26
Sep 25 2023 - 02:45:00,Sep 25 2023 - 03:00:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.2,0.1,408.0,182.0,192.0,8.72,1454.51,166.78,13.77,1537.34,111.64,0.0,0.0,96.0,0.0,0.0,312.0,10.69,431.72,40.37,5.66,280.12,49.53,8.09,1022.79,126.41,20.24,1257.22,62.11,2.0,131.0,5274.0,0.0,0.0,6572.0,0.0,0.0,277.0,0.0,0.0,62.0,0.0,0.0,36.0,0.0,0.0,37.0,99.0,95.0,96.0,100.0,311.0,312.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4492.0,0.0,0.0,0.0,0.0,0.0,5554.0,7230.0,7905.0,8714.0,9739.0,11079.0,13484.0,16162.0,20407.0,28947.0,83.0,91.0,100.0,110.0,122.0,142.0,162.0,185.0,227.0,29.0,26.0,23.0,20.0,17.0,13.0,10.0,7.0,4.0,9123.0,10030.0,11176.0,12923.0,15070.0,18213.0,24183.0,34159.0,59103.0,66.0,59.0,52.0,44.0,37.0,30.0,22.0,15.0,8.0,826.0,860.0,893.0,938.0,984.0,1055.0,1155.0,1296.0,1417.0,178.0,201.0,225.0,264.0,308.0,386.0,518.0,728.0,1067.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,22592.0,24359.0,28920.0,29731.0,30448.0,32456.0,33979.0,38158.0,42842.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,100.0,312.0,312.0,100.0,96.0,96.0,0.0,00:07:12:26
Sep 25 2023 - 03:00:00,Sep 25 2023 - 03:15:00,DL5037-PCU,50371,10.28.73.26,MNG-KNVVB01,0.2,0.1,448.0,157.0,194.0,7.86,1253.66,159.56,13.04,1548.59,118.78,0.0,0.0,96.0,1.0,2.0,352.0,8.09,139.19,17.21,4.21,217.08,51.52,7.83,1114.48,142.35,19.8,1331.51,67.26,1.0,67.0,5153.0,0.0,0.0,6665.0,0.0,0.0,319.0,0.0,0.0,60.0,0.0,0.0,35.0,0.0,0.0,32.0,97.0,93.0,96.0,99.0,350.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4895.0,0.0,0.0,0.0,0.0,0.0,5882.0,7230.0,7905.0,8714.0,9739.0,11079.0,13484.0,16162.0,20407.0,28947.0,83.0,91.0,100.0,110.0,122.0,142.0,162.0,185.0,227.0,29.0,26.0,23.0,20.0,17.0,13.0,10.0,7.0,4.0,9123.0,10030.0,11176.0,12923.0,15070.0,18213.0,24183.0,34159.0,59103.0,66.0,59.0,52.0,44.0,37.0,30.0,22.0,15.0,8.0,826.0,860.0,893.0,938.0,984.0,1055.0,1155.0,1296.0,1417.0,178.0,201.0,225.0,264.0,308.0,386.0,518.0,728.0,1067.0,51.0,45.0,40.0,34.0,29.0,23.0,17.0,12.0,6.0,22592.0,24359.0,28920.0,29731.0,30448.0,32456.0,33979.0,38158.0,42842.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,100.0,351.0,351.0,100.0,95.0,95.0,0.0,00:07:27:26
