Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR,BSS Paging Coordinated Count,PCU Up Time
Sep 25 2023 - 06:00:00,Sep 25 2023 - 06:15:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.72,0.46,786.0,3552.0,1618.0,11.76,28417.38,2416.63,6.89,12946.19,1878.89,1.0,4.0,281.0,4.0,21.0,505.0,12.04,26898.79,2234.14,6.87,11964.45,1742.74,8.32,1518.59,182.49,7.21,981.73,136.15,8.0,4345.0,54772.0,1.0,456.0,45893.0,0.0,0.0,132.0,0.0,0.0,44.0,0.0,0.0,247.0,0.0,0.0,378.0,95.0,266.0,281.0,95.0,478.0,505.0,5.0,5.0,3.0,3.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,48135.0,0.0,0.0,0.0,0.0,0.0,42021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6637.0,0.0,0.0,0.0,0.0,0.0,4328.0,3211.0,3540.0,3912.0,4352.0,4922.0,5708.0,6919.0,9153.0,15145.0,53.0,60.0,68.0,78.0,92.0,112.0,140.0,189.0,292.0,45.0,40.0,35.0,30.0,25.0,20.0,15.0,10.0,5.0,11140.0,12220.0,13942.0,15763.0,18202.0,22650.0,27928.0,39644.0,61216.0,40.0,36.0,31.0,27.0,23.0,18.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,503.0,503.0,100.0,279.0,279.0,3.0,00:15:48:51
Sep 25 2023 - 06:15:00,Sep 25 2023 - 06:30:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.71,0.49,613.0,2374.0,2265.0,9.6,18990.33,1978.21,5.89,18118.75,3074.8,1.0,3.0,230.0,7.0,26.0,383.0,9.65,17416.5,1805.65,5.67,17097.08,3013.48,9.12,1573.83,172.56,16.66,1021.67,61.32,12.0,4466.0,38181.0,0.0,185.0,64574.0,0.0,0.0,158.0,0.0,0.0,38.0,0.0,0.0,213.0,0.0,0.0,242.0,95.0,218.0,230.0,87.0,335.0,383.0,4.0,4.0,4.0,4.0,16.0,16.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,31303.0,0.0,0.0,0.0,0.0,0.0,60249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6878.0,0.0,0.0,0.0,0.0,0.0,4510.0,2660.0,2923.0,3214.0,3631.0,4086.0,4687.0,5791.0,7592.0,12287.0,77.0,85.0,96.0,111.0,128.0,150.0,190.0,250.0,365.0,57.0,51.0,45.0,38.0,32.0,26.0,19.0,13.0,7.0,2305.0,2509.0,2754.0,3035.0,3382.0,3850.0,4573.0,5896.0,9371.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,1080.0,1121.0,1164.0,1191.0,1217.0,1251.0,1281.0,1348.0,1396.0,347.0,382.0,442.0,503.0,583.0,742.0,932.0,1123.0,1402.0,31.0,28.0,24.0,21.0,18.0,14.0,11.0,7.0,4.0,5595.0,6107.0,6706.0,7369.0,8216.0,10866.0,13096.0,13637.0,14250.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,100.0,384.0,384.0,100.0,231.0,231.0,2.0,00:16:03:51
Sep 25 2023 - 06:30:00,Sep 25 2023 - 06:45:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.7,0.52,447.0,3837.0,2332.0,13.74,30694.42,2234.69,7.77,18654.73,2400.61,2.0,3.0,136.0,5.0,16.0,311.0,14.2,28791.88,2027.61,7.75,17523.75,2259.93,9.19,1902.55,207.08,8.04,1130.98,140.68,9.0,5327.0,59370.0,0.0,250.0,66371.0,0.0,0.0,145.0,0.0,0.0,11.0,0.0,0.0,136.0,0.0,0.0,180.0,96.0,131.0,136.0,84.0,261.0,311.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,51097.0,0.0,0.0,0.0,0.0,0.0,61645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8273.0,0.0,0.0,0.0,0.0,0.0,4976.0,2660.0,2923.0,3214.0,3631.0,4086.0,4687.0,5791.0,7592.0,12287.0,77.0,85.0,96.0,111.0,128.0,150.0,190.0,250.0,365.0,57.0,51.0,45.0,38.0,32.0,26.0,19.0,13.0,7.0,2305.0,2509.0,2754.0,3035.0,3382.0,3850.0,4573.0,5896.0,9371.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,1080.0,1121.0,1164.0,1191.0,1217.0,1251.0,1281.0,1348.0,1396.0,347.0,382.0,442.0,503.0,583.0,742.0,932.0,1123.0,1402.0,31.0,28.0,24.0,21.0,18.0,14.0,11.0,7.0,4.0,5595.0,6107.0,6706.0,7369.0,8216.0,10866.0,13096.0,13637.0,14250.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,100.0,314.0,314.0,100.0,137.0,137.0,8.0,00:16:18:52
Sep 25 2023 - 06:45:00,Sep 25 2023 - 07:00:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.61,0.42,797.0,2467.0,1092.0,10.36,19734.88,1904.59,8.25,8736.0,1058.97,1.0,2.0,153.0,18.0,118.0,644.0,10.41,19162.02,1840.35,8.01,8331.16,1040.24,8.92,572.86,64.24,21.61,404.84,18.73,21.0,7691.0,36725.0,0.0,103.0,30988.0,0.0,0.0,98.0,0.0,0.0,7.0,0.0,0.0,153.0,0.0,0.0,556.0,89.0,136.0,153.0,18.0,114.0,644.0,1.0,1.0,2.0,2.0,7.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,34233.0,0.0,0.0,0.0,0.0,0.0,29323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.0,0.0,0.0,0.0,0.0,0.0,1768.0,2660.0,2923.0,3214.0,3631.0,4086.0,4687.0,5791.0,7592.0,12287.0,77.0,85.0,96.0,111.0,128.0,150.0,190.0,250.0,365.0,57.0,51.0,45.0,38.0,32.0,26.0,19.0,13.0,7.0,2305.0,2509.0,2754.0,3035.0,3382.0,3850.0,4573.0,5896.0,9371.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,1080.0,1121.0,1164.0,1191.0,1217.0,1251.0,1281.0,1348.0,1396.0,347.0,382.0,442.0,503.0,583.0,742.0,932.0,1123.0,1402.0,31.0,28.0,24.0,21.0,18.0,14.0,11.0,7.0,4.0,5595.0,6107.0,6706.0,7369.0,8216.0,10866.0,13096.0,13637.0,14250.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,100.0,642.0,642.0,100.0,152.0,152.0,1.0,00:16:33:52
Sep 25 2023 - 07:00:00,Sep 25 2023 - 07:15:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.52,0.4,689.0,1644.0,1278.0,8.88,13152.12,1480.73,5.04,10225.48,2029.64,2.0,3.0,161.0,17.0,88.0,528.0,8.91,13148.71,1476.46,5.04,10221.43,2026.93,0.8,3.41,4.27,1.49,4.05,2.71,28.0,6583.0,23415.0,0.0,112.0,36129.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,163.0,0.0,0.0,519.0,90.0,145.0,161.0,19.0,99.0,528.0,0.0,0.0,1.0,1.0,13.0,13.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,23394.0,0.0,0.0,0.0,0.0,0.0,36219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,2660.0,2923.0,3214.0,3631.0,4086.0,4687.0,5791.0,7592.0,12287.0,77.0,85.0,96.0,111.0,128.0,150.0,190.0,250.0,365.0,57.0,51.0,45.0,38.0,32.0,26.0,19.0,13.0,7.0,2305.0,2509.0,2754.0,3035.0,3382.0,3850.0,4573.0,5896.0,9371.0,46.0,41.0,36.0,31.0,26.0,21.0,16.0,11.0,6.0,1080.0,1121.0,1164.0,1191.0,1217.0,1251.0,1281.0,1348.0,1396.0,347.0,382.0,442.0,503.0,583.0,742.0,932.0,1123.0,1402.0,31.0,28.0,24.0,21.0,18.0,14.0,11.0,7.0,4.0,5595.0,6107.0,6706.0,7369.0,8216.0,10866.0,13096.0,13637.0,14250.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,100.0,528.0,528.0,100.0,163.0,163.0,2.0,00:16:48:52
Sep 25 2023 - 00:00:00,Sep 25 2023 - 00:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.7,0.16,1316.0,866.0,229.0,6.21,6927.48,1114.8,3.02,1830.84,607.02,0.0,0.0,330.0,1.0,8.0,986.0,6.3,6734.59,1068.24,2.41,1306.89,541.56,4.14,192.9,46.56,8.0,523.95,65.46,14.0,1756.0,12801.0,0.0,2.0,7279.0,0.0,0.0,266.0,0.0,0.0,42.0,0.0,0.0,330.0,0.0,0.0,744.0,96.0,317.0,330.0,100.0,985.0,986.0,0.0,0.0,0.0,0.0,39.0,39.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,11930.0,0.0,0.0,0.0,0.0,0.0,4931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,2350.0,2440.0,2655.0,2863.0,3033.0,3167.0,3329.0,3556.0,3948.0,4885.0,51.0,57.0,63.0,70.0,78.0,87.0,96.0,107.0,125.0,134.0,119.0,104.0,89.0,75.0,60.0,45.0,30.0,15.0,21717.0,24427.0,27906.0,31795.0,38022.0,47416.0,60356.0,88090.0,155381.0,61.0,54.0,47.0,41.0,34.0,27.0,21.0,14.0,7.0,658.0,687.0,721.0,743.0,783.0,815.0,845.0,909.0,1011.0,16.0,17.0,19.0,20.0,22.0,25.0,28.0,35.0,54.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,989.0,989.0,100.0,333.0,333.0,1.0,00:17:01:53
Sep 25 2023 - 00:15:00,Sep 25 2023 - 00:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.95,0.29,1457.0,1235.0,778.0,4.75,9877.84,2080.84,4.55,6220.56,1368.19,0.0,1.0,443.0,1.0,11.0,1014.0,4.78,9726.66,2033.15,4.45,5724.79,1285.44,3.17,151.19,47.69,5.99,495.77,82.75,18.0,3243.0,18236.0,1.0,118.0,22446.0,0.0,0.0,253.0,0.0,0.0,41.0,0.0,0.0,457.0,0.0,0.0,806.0,98.0,434.0,443.0,99.0,1007.0,1014.0,0.0,0.0,1.0,1.0,54.0,54.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,17542.0,0.0,0.0,0.0,0.0,0.0,20341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,2223.0,2440.0,2655.0,2863.0,3033.0,3167.0,3329.0,3556.0,3948.0,4885.0,51.0,57.0,63.0,70.0,78.0,87.0,96.0,107.0,125.0,134.0,119.0,104.0,89.0,75.0,60.0,45.0,30.0,15.0,21717.0,24427.0,27906.0,31795.0,38022.0,47416.0,60356.0,88090.0,155381.0,61.0,54.0,47.0,41.0,34.0,27.0,21.0,14.0,7.0,658.0,687.0,721.0,743.0,783.0,815.0,845.0,909.0,1011.0,16.0,17.0,19.0,20.0,22.0,25.0,28.0,35.0,54.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1016.0,1016.0,100.0,444.0,444.0,0.0,00:17:16:53
Sep 25 2023 - 00:30:00,Sep 25 2023 - 00:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.78,0.17,1440.0,1273.0,489.0,5.2,10183.35,1960.03,3.03,3911.12,1291.26,0.0,2.0,430.0,1.0,12.0,1010.0,5.25,10004.39,1906.77,2.79,3383.35,1212.41,3.36,178.96,53.26,6.69,527.77,78.85,15.0,2866.0,18667.0,0.0,24.0,14655.0,0.0,0.0,285.0,0.0,0.0,45.0,0.0,0.0,421.0,0.0,0.0,750.0,97.0,417.0,430.0,100.0,1007.0,1010.0,0.0,0.0,1.0,1.0,40.0,40.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,17847.0,0.0,0.0,0.0,0.0,0.0,12309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,2370.0,2440.0,2655.0,2863.0,3033.0,3167.0,3329.0,3556.0,3948.0,4885.0,51.0,57.0,63.0,70.0,78.0,87.0,96.0,107.0,125.0,134.0,119.0,104.0,89.0,75.0,60.0,45.0,30.0,15.0,21717.0,24427.0,27906.0,31795.0,38022.0,47416.0,60356.0,88090.0,155381.0,61.0,54.0,47.0,41.0,34.0,27.0,21.0,14.0,7.0,658.0,687.0,721.0,743.0,783.0,815.0,845.0,909.0,1011.0,16.0,17.0,19.0,20.0,22.0,25.0,28.0,35.0,54.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1006.0,1006.0,100.0,426.0,426.0,0.0,00:17:31:53
Sep 25 2023 - 00:45:00,Sep 25 2023 - 01:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.51,0.13,984.0,59.0,116.0,0.5,473.24,944.11,1.13,929.2,822.27,0.0,0.0,295.0,1.0,9.0,689.0,0.36,325.87,902.73,0.61,465.64,761.97,3.56,147.38,41.38,7.69,463.55,60.3,3.0,46.0,1481.0,0.0,0.0,3975.0,0.0,0.0,254.0,0.0,0.0,47.0,0.0,0.0,253.0,0.0,0.0,438.0,98.0,290.0,295.0,100.0,688.0,689.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,1891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,2084.0,2440.0,2655.0,2863.0,3033.0,3167.0,3329.0,3556.0,3948.0,4885.0,51.0,57.0,63.0,70.0,78.0,87.0,96.0,107.0,125.0,134.0,119.0,104.0,89.0,75.0,60.0,45.0,30.0,15.0,21717.0,24427.0,27906.0,31795.0,38022.0,47416.0,60356.0,88090.0,155381.0,61.0,54.0,47.0,41.0,34.0,27.0,21.0,14.0,7.0,658.0,687.0,721.0,743.0,783.0,815.0,845.0,909.0,1011.0,16.0,17.0,19.0,20.0,22.0,25.0,28.0,35.0,54.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,690.0,690.0,100.0,297.0,297.0,1.0,00:17:46:53
Sep 25 2023 - 01:00:00,Sep 25 2023 - 01:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.5,0.17,1159.0,64.0,130.0,0.57,510.52,892.75,1.23,1037.19,840.82,1.0,3.0,289.0,1.0,6.0,870.0,0.4,335.82,842.7,0.66,508.14,772.58,3.49,174.7,50.05,7.75,529.05,68.24,3.0,51.0,1623.0,0.0,0.0,4553.0,0.0,0.0,286.0,0.0,0.0,44.0,0.0,0.0,247.0,0.0,0.0,587.0,98.0,283.0,289.0,100.0,869.0,870.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,2174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,2379.0,2531.0,2709.0,2855.0,2993.0,3119.0,3291.0,3506.0,3835.0,4285.0,53.0,58.0,63.0,69.0,76.0,86.0,94.0,104.0,116.0,65.0,58.0,51.0,44.0,37.0,29.0,22.0,15.0,8.0,6344.0,7132.0,7774.0,8976.0,10044.0,12361.0,16375.0,21232.0,40492.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,664.0,688.0,716.0,742.0,774.0,804.0,836.0,896.0,994.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,21.0,34.0,30.0,26.0,23.0,19.0,15.0,12.0,8.0,4.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,871.0,871.0,100.0,289.0,289.0,0.0,00:18:01:53
Sep 25 2023 - 01:15:00,Sep 25 2023 - 01:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.45,0.13,896.0,43.0,78.0,0.41,346.91,837.96,0.81,622.87,764.53,0.0,0.0,255.0,2.0,11.0,641.0,0.35,290.5,818.82,0.56,416.44,737.36,2.95,56.41,19.14,7.6,206.43,27.17,3.0,33.0,982.0,0.0,0.0,2734.0,0.0,0.0,112.0,0.0,0.0,22.0,0.0,0.0,232.0,0.0,0.0,528.0,95.0,241.0,255.0,100.0,641.0,641.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,930.0,2531.0,2709.0,2855.0,2993.0,3119.0,3291.0,3506.0,3835.0,4285.0,53.0,58.0,63.0,69.0,76.0,86.0,94.0,104.0,116.0,65.0,58.0,51.0,44.0,37.0,29.0,22.0,15.0,8.0,6344.0,7132.0,7774.0,8976.0,10044.0,12361.0,16375.0,21232.0,40492.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,664.0,688.0,716.0,742.0,774.0,804.0,836.0,896.0,994.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,21.0,34.0,30.0,26.0,23.0,19.0,15.0,12.0,8.0,4.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,639.0,639.0,100.0,253.0,253.0,0.0,00:18:16:53
Sep 25 2023 - 01:30:00,Sep 25 2023 - 01:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.58,0.08,853.0,39.0,58.0,0.21,313.17,1495.65,0.48,467.26,980.29,0.0,0.0,356.0,1.0,3.0,497.0,0.21,311.41,1493.79,0.47,465.03,979.57,0.95,1.77,1.86,3.09,2.23,0.72,2.0,13.0,859.0,0.0,1.0,1908.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,360.0,0.0,0.0,499.0,98.0,348.0,356.0,100.0,497.0,497.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,2531.0,2709.0,2855.0,2993.0,3119.0,3291.0,3506.0,3835.0,4285.0,53.0,58.0,63.0,69.0,76.0,86.0,94.0,104.0,116.0,65.0,58.0,51.0,44.0,37.0,29.0,22.0,15.0,8.0,6344.0,7132.0,7774.0,8976.0,10044.0,12361.0,16375.0,21232.0,40492.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,664.0,688.0,716.0,742.0,774.0,804.0,836.0,896.0,994.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,21.0,34.0,30.0,26.0,23.0,19.0,15.0,12.0,8.0,4.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,500.0,500.0,100.0,358.0,358.0,1.0,00:18:31:53
